Date,Rt,Et,Ret,Qt
95/05/04 11,0.000,0.403,0.000,0.592
95/05/04 12,0.004,0.426,0.000,0.592
95/05/04 13,0.000,0.429,0.000,0.592
95/05/04 14,0.000,0.417,0.000,0.5981
95/05/04 15,0.000,0.378,0.000,0.6016
95/05/04 16,0.000,0.309,0.000,0.6016
95/05/04 17,0.000,0.254,0.000,0.599
95/05/04 18,0.000,0.176,0.000,0.5946
95/05/04 19,0.000,0.055,0.000,0.592
95/05/04 20,0.000,0.000,0.000,0.59
95/05/04 21,0.000,0.000,0.000,0.586
95/05/04 22,0.000,0.000,0.000,0.587
95/05/04 23,0.000,0.000,0.000,0.584
95/05/05 00,0.000,0.000,0.000,0.584
95/05/05 01,0.000,0.000,0.000,0.584
95/05/05 02,0.000,0.000,0.000,0.584
95/05/05 03,0.000,0.000,0.000,0.584
95/05/05 04,0.000,0.000,0.000,0.584
95/05/05 05,0.000,0.000,0.000,0.584
95/05/05 06,0.000,0.028,0.000,0.584
95/05/05 07,0.000,0.094,0.000,0.5822
95/05/05 08,0.000,0.170,0.000,0.5779
95/05/05 09,0.000,0.260,0.000,0.577
95/05/05 10,0.000,0.335,0.000,0.577
95/05/05 11,0.000,0.381,0.000,0.5699
95/05/05 12,0.000,0.413,0.000,0.5419
95/05/05 13,0.000,0.422,0.000,0.5401
95/05/05 14,0.001,0.408,0.000,0.5401
95/05/05 15,0.000,0.372,0.000,0.5454
95/05/05 16,0.000,0.317,0.000,0.548
95/05/05 17,0.000,0.247,0.000,0.5454
95/05/05 18,0.000,0.166,0.000,0.541
95/05/05 19,0.000,0.053,0.000,0.541
95/05/05 20,0.000,0.000,0.000,0.5375
95/05/05 21,0.000,0.000,0.000,0.5358
95/05/05 22,0.000,0.000,0.000,0.5211
95/05/05 23,0.000,0.000,0.000,0.5032
95/05/06 00,0.000,0.000,0.000,0.4928
95/05/06 01,0.014,0.000,0.014,0.4972
95/05/06 02,0.000,0.000,0.000,0.4998
95/05/06 03,0.000,0.000,0.000,0.5015
95/05/06 04,0.000,0.000,0.000,0.5041
95/05/06 05,0.000,0.000,0.000,0.5059
95/05/06 06,0.000,0.023,0.000,0.5146
95/05/06 07,0.000,0.087,0.000,0.522
95/05/06 08,0.000,0.157,0.000,0.527
95/05/06 09,0.000,0.225,0.000,0.527
95/05/06 10,0.000,0.297,0.000,0.527
95/05/06 11,0.000,0.342,0.000,0.527
95/05/06 12,0.000,0.388,0.000,0.527
95/05/06 13,0.000,0.385,0.000,0.527
95/05/06 14,0.000,0.338,0.000,0.5287
95/05/06 15,0.000,0.284,0.000,0.527
95/05/06 16,0.000,0.229,0.000,0.5174
95/05/06 17,0.000,0.161,0.000,0.5146
95/05/06 18,0.000,0.138,0.000,0.522
95/05/06 19,0.000,0.028,0.000,0.527
95/05/06 20,0.000,0.000,0.000,0.527
95/05/06 21,0.000,0.000,0.000,0.527
95/05/06 22,0.000,0.000,0.000,0.527
95/05/06 23,0.000,0.000,0.000,0.524
95/05/07 00,0.000,0.000,0.000,0.526
95/05/07 01,0.000,0.000,0.000,0.527
95/05/07 02,0.000,0.000,0.000,0.525
95/05/07 03,0.000,0.000,0.000,0.525
95/05/07 04,0.000,0.000,0.000,0.527
95/05/07 05,0.000,0.000,0.000,0.527
95/05/07 06,0.000,0.023,0.000,0.526
95/05/07 07,0.000,0.085,0.000,0.521
95/05/07 08,0.000,0.151,0.000,0.521
95/05/07 09,0.000,0.224,0.000,0.519
95/05/07 10,0.000,0.290,0.000,0.519
95/05/07 11,0.000,0.340,0.000,0.519
95/05/07 12,0.000,0.352,0.000,0.519
95/05/07 13,0.000,0.368,0.000,0.519
95/05/07 14,0.000,0.346,0.000,0.519
95/05/07 15,0.000,0.327,0.000,0.521
95/05/07 16,0.000,0.274,0.000,0.5249
95/05/07 17,0.000,0.217,0.000,0.5279
95/05/07 18,0.000,0.145,0.000,0.527
95/05/07 19,0.000,0.044,0.000,0.527
95/05/07 20,0.000,0.000,0.000,0.526
95/05/07 21,0.000,0.000,0.000,0.5181
95/05/07 22,0.000,0.000,0.000,0.512
95/05/07 23,0.000,0.000,0.000,0.5156
95/05/08 00,0.000,0.000,0.000,0.578
95/05/08 01,0.000,0.001,0.000,0.6191
95/05/08 02,0.000,0.001,0.000,0.586
95/05/08 03,0.000,0.001,0.000,0.5409
95/05/08 04,0.000,0.000,0.000,0.5036
95/05/08 05,0.000,0.000,0.000,0.4806
95/05/08 06,0.000,0.007,0.000,0.471
95/05/08 07,0.000,0.059,0.000,0.471
95/05/08 08,0.000,0.112,0.000,0.4736
95/05/08 09,0.000,0.201,0.000,0.478
95/05/08 10,0.000,0.291,0.000,0.4868
95/05/08 11,0.000,0.272,0.000,0.4981
95/05/08 12,0.000,0.321,0.000,0.505
95/05/08 13,0.000,0.279,0.000,0.505
95/05/08 14,0.000,0.242,0.000,0.5076
95/05/08 15,0.000,0.222,0.000,0.5076
95/05/08 16,0.000,0.160,0.000,0.5111
95/05/08 17,0.000,0.082,0.000,0.5146
95/05/08 18,0.000,0.067,0.000,0.5129
95/05/08 19,0.000,0.030,0.000,0.512
95/05/08 20,0.000,0.021,0.000,0.512
95/05/08 21,0.000,0.000,0.000,0.5094
95/05/08 22,0.000,0.000,0.000,0.505
95/05/08 23,0.000,0.000,0.000,0.505
95/05/09 00,0.000,0.000,0.000,0.505
95/05/09 01,0.000,0.000,0.000,0.505
95/05/09 02,0.000,0.000,0.000,0.505
95/05/09 03,0.000,0.000,0.000,0.505
95/05/09 04,0.000,0.000,0.000,0.505
95/05/09 05,0.000,0.000,0.000,0.505
95/05/09 06,0.000,0.033,0.000,0.505
95/05/09 07,0.000,0.093,0.000,0.505
95/05/09 08,0.000,0.137,0.000,0.505
95/05/09 09,0.014,0.161,0.000,0.5024
95/05/09 10,0.000,0.119,0.000,0.498
95/05/09 11,0.000,0.129,0.000,0.4965
95/05/09 12,0.000,0.200,0.000,0.4965
95/05/09 13,0.000,0.162,0.000,0.498
95/05/09 14,0.000,0.292,0.000,0.4998
95/05/09 15,0.000,0.219,0.000,0.5726
95/05/09 16,0.000,0.202,0.000,0.6191
95/05/09 17,0.000,0.166,0.000,0.5799
95/05/09 18,0.000,0.087,0.000,0.5375
95/05/09 19,0.000,0.029,0.000,0.522
95/05/09 20,0.000,0.012,0.000,0.5129
95/05/09 21,0.000,0.008,0.000,0.512
95/05/09 22,0.000,0.010,0.000,0.5156
95/05/09 23,0.000,0.011,0.000,0.5392
95/05/10 00,0.000,0.000,0.000,0.524
95/05/10 01,0.000,0.000,0.000,0.4866
95/05/10 02,0.000,0.000,0.000,0.4806
95/05/10 03,0.000,0.000,0.000,0.4934
95/05/10 04,0.000,0.000,0.000,0.498
95/05/10 05,0.000,0.000,0.000,0.498
95/05/10 06,0.000,0.006,0.000,0.5024
95/05/10 07,0.000,0.071,0.000,0.5024
95/05/10 08,0.000,0.135,0.000,0.498
95/05/10 09,0.000,0.163,0.000,0.498
95/05/10 10,0.000,0.212,0.000,0.4942
95/05/10 11,0.000,0.248,0.000,0.492
95/05/10 12,0.000,0.272,0.000,0.4876
95/05/10 13,0.000,0.240,0.000,0.4867
95/05/10 14,0.000,0.218,0.000,0.4902
95/05/10 15,0.000,0.237,0.000,0.4894
95/05/10 16,0.000,0.190,0.000,0.492
95/05/10 17,0.000,0.104,0.000,0.492
95/05/10 18,0.000,0.080,0.000,0.492
95/05/10 19,0.000,0.044,0.000,0.492
95/05/10 20,0.000,0.000,0.000,0.492
95/05/10 21,0.000,0.000,0.000,0.492
95/05/10 22,0.000,0.001,0.000,0.492
95/05/10 23,0.000,0.005,0.000,0.4942
95/05/11 00,0.000,0.012,0.000,0.4965
95/05/11 01,0.000,0.016,0.000,0.4942
95/05/11 02,0.000,0.011,0.000,0.492
95/05/11 03,0.000,0.015,0.000,0.492
95/05/11 04,0.000,0.022,0.000,0.4972
95/05/11 05,0.000,0.021,0.000,0.498
95/05/11 06,0.000,0.028,0.000,0.498
95/05/11 07,0.000,0.050,0.000,0.498
95/05/11 08,0.000,0.069,0.000,0.4972
95/05/11 09,0.000,0.081,0.000,0.4935
95/05/11 10,0.014,0.106,0.000,0.4894
95/05/11 11,0.000,0.121,0.000,0.4911
95/05/11 12,0.000,0.124,0.000,0.4911
95/05/11 13,0.000,0.112,0.000,0.4876
95/05/11 14,0.000,0.102,0.000,0.4911
95/05/11 15,0.001,0.074,0.000,0.4911
95/05/11 16,0.000,0.070,0.000,0.4972
95/05/11 17,0.040,0.050,0.000,0.5069
95/05/11 18,0.105,0.026,0.079,0.5506
95/05/11 19,0.472,0.016,0.456,0.548
95/05/11 20,0.548,0.010,0.538,0.5038
95/05/11 21,0.392,0.008,0.384,0.4649
95/05/11 22,0.281,0.010,0.271,0.4649
95/05/11 23,0.066,0.008,0.058,0.4868
95/05/12 00,0.014,0.011,0.003,0.5043
95/05/12 01,0.000,0.010,0.000,0.512
95/05/12 02,0.000,0.007,0.000,0.512
95/05/12 03,0.000,0.005,0.000,0.512
95/05/12 04,0.000,0.004,0.000,0.512
95/05/12 05,0.000,0.002,0.000,0.5164
95/05/12 06,0.000,0.010,0.000,0.521
95/05/12 07,0.000,0.039,0.000,0.526
95/05/12 08,0.000,0.070,0.000,0.523
95/05/12 09,0.001,0.094,0.000,0.521
95/05/12 10,0.007,0.142,0.000,0.5182
95/05/12 11,0.000,0.113,0.000,0.5164
95/05/12 12,0.000,0.095,0.000,0.5094
95/05/12 13,0.000,0.106,0.000,0.5032
95/05/12 14,0.000,0.119,0.000,0.505
95/05/12 15,0.000,0.165,0.000,0.5076
95/05/12 16,0.000,0.165,0.000,0.512
95/05/12 17,0.000,0.152,0.000,0.5129
95/05/12 18,0.036,0.084,0.000,0.54
95/05/12 19,0.236,0.046,0.190,0.5471
95/05/12 20,0.030,0.008,0.022,0.5079
95/05/12 21,0.014,0.002,0.012,0.478
95/05/12 22,0.266,0.003,0.263,0.4736
95/05/12 23,0.018,0.000,0.018,0.4868
95/05/13 00,0.000,0.002,0.000,0.4942
95/05/13 01,0.004,0.000,0.004,0.498
95/05/13 02,0.012,0.000,0.012,0.498
95/05/13 03,0.004,0.001,0.003,0.498
95/05/13 04,0.004,0.001,0.003,0.498
95/05/13 05,0.001,0.000,0.001,0.498
95/05/13 06,0.008,0.019,0.000,0.498
95/05/13 07,0.001,0.063,0.000,0.498
95/05/13 08,0.000,0.107,0.000,0.4958
95/05/13 09,0.015,0.152,0.000,0.492
95/05/13 10,0.004,0.201,0.000,0.4902
95/05/13 11,0.007,0.197,0.000,0.4894
95/05/13 12,0.000,0.180,0.000,0.4859
95/05/13 13,0.000,0.223,0.000,0.4859
95/05/13 14,0.000,0.226,0.000,0.4824
95/05/13 15,0.000,0.221,0.000,0.4701
95/05/13 16,0.000,0.178,0.000,0.4524
95/05/13 17,0.000,0.131,0.000,0.4414
95/05/13 18,0.000,0.054,0.000,0.437
95/05/13 19,0.000,0.061,0.000,0.437
95/05/13 20,0.000,0.016,0.000,0.437
95/05/13 21,0.000,0.005,0.000,0.4379
95/05/13 22,0.000,0.000,0.000,0.444
95/05/13 23,0.000,0.000,0.000,0.4484
95/05/14 00,0.000,0.000,0.000,0.451
95/05/14 01,0.000,0.000,0.000,0.451
95/05/14 02,0.000,0.000,0.000,0.4532
95/05/14 03,0.000,0.000,0.000,0.4518
95/05/14 04,0.000,0.000,0.000,0.451
95/05/14 05,0.000,0.000,0.000,0.4518
95/05/14 06,0.000,0.032,0.000,0.457
95/05/14 07,0.000,0.079,0.000,0.457
95/05/14 08,0.000,0.114,0.000,0.457
95/05/14 09,0.000,0.152,0.000,0.4631
95/05/14 10,0.000,0.183,0.000,0.464
95/05/14 11,0.000,0.181,0.000,0.464
95/05/14 12,0.000,0.194,0.000,0.464
95/05/14 13,0.000,0.260,0.000,0.464
95/05/14 14,0.000,0.133,0.000,0.464
95/05/14 15,0.000,0.165,0.000,0.5
95/05/14 16,0.000,0.055,0.000,0.6196
95/05/14 17,0.000,0.075,0.000,0.6055
95/05/14 18,0.000,0.071,0.000,0.548
95/05/14 19,0.000,0.061,0.000,0.4951
95/05/14 20,0.000,0.000,0.000,0.4606
95/05/14 21,0.000,0.000,0.000,0.4466
95/05/14 22,0.000,0.000,0.000,0.4491
95/05/14 23,0.000,0.000,0.000,0.457
95/05/15 00,0.000,0.000,0.000,0.4548
95/05/15 01,0.000,0.000,0.000,0.4422
95/05/15 02,0.000,0.000,0.000,0.437
95/05/15 03,0.000,0.000,0.000,0.4422
95/05/15 04,0.000,0.000,0.000,0.451
95/05/15 05,0.000,0.000,0.000,0.4562
95/05/15 06,0.001,0.023,0.000,0.4631
95/05/15 07,0.004,0.055,0.000,0.4701
95/05/15 08,0.000,0.102,0.000,0.471
95/05/15 09,0.000,0.173,0.000,0.4693
95/05/15 10,0.000,0.223,0.000,0.4701
95/05/15 11,0.000,0.254,0.000,0.4701
95/05/15 12,0.000,0.276,0.000,0.4692
95/05/15 13,0.000,0.251,0.000,0.4649
95/05/15 14,0.000,0.229,0.000,0.4666
95/05/15 15,0.000,0.196,0.000,0.471
95/05/15 16,0.000,0.131,0.000,0.4771
95/05/15 17,0.000,0.108,0.000,0.478
95/05/15 18,0.000,0.062,0.000,0.478
95/05/15 19,0.000,0.028,0.000,0.478
95/05/15 20,0.000,0.000,0.000,0.4754
95/05/15 21,0.000,0.000,0.000,0.4684
95/05/15 22,0.000,0.000,0.000,0.4614
95/05/15 23,0.000,0.000,0.000,0.457
95/05/16 00,0.000,0.000,0.000,0.457
95/05/16 01,0.000,0.000,0.000,0.4579
95/05/16 02,0.000,0.001,0.000,0.471
95/05/16 03,0.000,0.001,0.000,0.5382
95/05/16 04,0.000,0.006,0.000,0.5815
95/05/16 05,0.000,0.006,0.000,0.5815
95/05/16 06,0.143,0.010,0.133,0.5542
95/05/16 07,0.104,0.020,0.084,0.5194
95/05/16 08,0.017,0.025,0.000,0.4966
95/05/16 09,0.201,0.038,0.163,0.4859
95/05/16 10,0.014,0.051,0.000,0.4824
95/05/16 11,0.225,0.063,0.162,0.478
95/05/16 12,0.380,0.037,0.343,0.478
95/05/16 13,0.687,0.035,0.652,0.478
95/05/16 14,0.935,0.025,0.910,0.4841
95/05/16 15,1.643,0.022,1.621,0.4975
95/05/16 16,1.141,0.022,1.119,0.5094
95/05/16 17,1.529,0.017,1.512,0.524
95/05/16 18,1.913,0.015,1.898,0.534
95/05/16 19,1.415,0.006,1.409,0.5454
95/05/16 20,0.721,0.002,0.719,0.567
95/05/16 21,0.130,0.000,0.130,0.5926
95/05/16 22,0.008,0.000,0.008,0.6366
95/05/16 23,0.004,0.002,0.002,0.6904
95/05/17 00,0.000,0.002,0.000,0.744
95/05/17 01,0.007,0.000,0.007,0.7964
95/05/17 02,0.000,0.000,0.000,0.8284
95/05/17 03,0.007,0.000,0.007,0.844
95/05/17 04,0.001,0.000,0.001,0.839
95/05/17 05,0.006,0.000,0.006,0.819
95/05/17 06,0.843,0.002,0.841,0.794
95/05/17 07,8.630,0.002,8.628,0.819
95/05/17 08,1.851,0.023,1.828,0.8221
95/05/17 09,0.770,0.031,0.739,0.821
95/05/17 10,0.166,0.039,0.127,0.8387
95/05/17 11,0.000,0.048,0.000,0.937
95/05/17 12,0.000,0.052,0.000,1.0385
95/05/17 13,0.000,0.062,0.000,1.2428
95/05/17 14,0.000,0.067,0.000,1.6562
95/05/17 15,0.004,0.051,0.000,1.7792
95/05/17 16,0.000,0.092,0.000,1.861
95/05/17 17,0.000,0.071,0.000,2.0315
95/05/17 18,0.000,0.044,0.000,1.8679
95/05/17 19,0.000,0.014,0.000,1.5854
95/05/17 20,0.000,0.000,0.000,1.3875
95/05/17 21,0.000,0.000,0.000,1.2636
95/05/17 22,0.000,0.000,0.000,1.2084
95/05/17 23,0.000,0.000,0.000,1.1498
95/05/18 00,0.000,0.000,0.000,1.0916
95/05/18 01,0.001,0.000,0.001,1.0384
95/05/18 02,0.000,0.000,0.000,0.9915
95/05/18 03,0.000,0.000,0.000,0.9475
95/05/18 04,0.000,0.000,0.000,0.9118
95/05/18 05,0.000,0.000,0.000,0.8777
95/05/18 06,0.000,0.033,0.000,0.8471
95/05/18 07,0.000,0.084,0.000,0.8221
95/05/18 08,0.000,0.140,0.000,0.7991
95/05/18 09,0.000,0.140,0.000,0.778
95/05/18 10,0.014,0.134,0.000,0.76
95/05/18 11,0.000,0.189,0.000,0.746
95/05/18 12,0.000,0.219,0.000,0.73
95/05/18 13,0.050,0.204,0.000,0.717
95/05/18 14,0.014,0.312,0.000,0.709
95/05/18 15,0.071,0.310,0.000,0.703
95/05/18 16,0.039,0.233,0.000,0.6901
95/05/18 17,0.004,0.201,0.000,0.682
95/05/18 18,0.000,0.141,0.000,0.667
95/05/18 19,0.007,0.070,0.000,0.659
95/05/18 20,0.000,0.000,0.000,0.6806
95/05/18 21,0.000,0.000,0.000,0.762
95/05/18 22,0.000,0.000,0.000,0.774
95/05/18 23,0.000,0.000,0.000,0.7151
95/05/19 00,0.000,0.000,0.000,0.6604
95/05/19 01,0.000,0.000,0.000,0.6336
95/05/19 02,0.000,0.000,0.000,0.6184
95/05/19 03,0.000,0.000,0.000,0.6061
95/05/19 04,0.000,0.000,0.000,0.599
95/05/19 05,0.133,0.000,0.133,0.599
95/05/19 06,0.034,0.010,0.024,0.5946
95/05/19 07,0.188,0.040,0.148,0.589
95/05/19 08,0.029,0.104,0.000,0.5822
95/05/19 09,0.007,0.175,0.000,0.5796
95/05/19 10,0.000,0.215,0.000,0.5761
95/05/19 11,0.004,0.274,0.000,0.5718
95/05/19 12,0.007,0.367,0.000,0.568
95/05/19 13,0.001,0.335,0.000,0.567
95/05/19 14,0.000,0.327,0.000,0.565
95/05/19 15,0.000,0.303,0.000,0.568
95/05/19 16,0.000,0.258,0.000,0.569
95/05/19 17,0.000,0.206,0.000,0.5631
95/05/19 18,0.000,0.122,0.000,0.5621
95/05/19 19,0.000,0.066,0.000,0.5718
95/05/19 20,0.000,0.001,0.000,0.5551
95/05/19 21,0.000,0.000,0.000,0.5275
95/05/19 22,0.000,0.000,0.000,0.5102
95/05/19 23,0.000,0.000,0.000,0.5024
95/05/20 00,0.000,0.000,0.000,0.498
95/05/20 01,0.000,0.000,0.000,0.4989
95/05/20 02,0.000,0.000,0.000,0.505
95/05/20 03,0.000,0.000,0.000,0.505
95/05/20 04,0.000,0.000,0.000,0.505
95/05/20 05,0.000,0.000,0.000,0.505
95/05/20 06,0.000,0.050,0.000,0.505
95/05/20 07,0.000,0.114,0.000,0.505
95/05/20 08,0.000,0.159,0.000,0.505
95/05/20 09,0.014,0.190,0.000,0.5059
95/05/20 10,0.000,0.196,0.000,0.512
95/05/20 11,0.000,0.140,0.000,0.5085
95/05/20 12,0.000,0.092,0.000,0.5103
95/05/20 13,0.000,0.129,0.000,0.5094
95/05/20 14,0.000,0.154,0.000,0.5509
95/05/20 15,0.000,0.123,0.000,0.6674
95/05/20 16,0.000,0.116,0.000,0.645
95/05/20 17,0.000,0.094,0.000,0.6084
95/05/20 18,0.000,0.069,0.000,0.5715
95/05/20 19,0.000,0.041,0.000,0.524
95/05/20 20,0.000,0.011,0.000,0.4849
95/05/20 21,0.000,0.000,0.000,0.4666
95/05/20 22,0.000,0.000,0.000,0.464
95/05/20 23,0.000,0.000,0.000,0.464
95/05/21 00,0.000,0.000,0.000,0.4649
95/05/21 01,0.000,0.000,0.000,0.471
95/05/21 02,0.000,0.000,0.000,0.4754
95/05/21 03,0.000,0.000,0.000,0.478
95/05/21 04,0.000,0.000,0.000,0.478
95/05/21 05,0.000,0.000,0.000,0.478
95/05/21 06,0.000,0.037,0.000,0.4789
95/05/21 07,0.000,0.089,0.000,0.485
95/05/21 08,0.000,0.148,0.000,0.4894
95/05/21 09,0.000,0.227,0.000,0.492
95/05/21 10,0.000,0.204,0.000,0.492
95/05/21 11,0.000,0.184,0.000,0.492
95/05/21 12,0.000,0.251,0.000,0.4876
95/05/21 13,0.000,0.261,0.000,0.4859
95/05/21 14,0.000,0.259,0.000,0.4859
95/05/21 15,0.000,0.252,0.000,0.4867
95/05/21 16,0.000,0.158,0.000,0.4911
95/05/21 17,0.000,0.089,0.000,0.492
95/05/21 18,0.000,0.072,0.000,0.4928
95/05/21 19,0.000,0.040,0.000,0.4958
95/05/21 20,0.000,0.018,0.000,0.4942
95/05/21 21,0.000,0.018,0.000,0.4989
95/05/21 22,0.000,0.012,0.000,0.5006
95/05/21 23,0.000,0.009,0.000,0.4942
95/05/22 00,0.000,0.008,0.000,0.492
95/05/22 01,0.000,0.008,0.000,0.4868
95/05/22 02,0.000,0.003,0.000,0.4859
95/05/22 03,0.000,0.001,0.000,0.4859
95/05/22 04,0.000,0.009,0.000,0.4859
95/05/22 05,0.000,0.012,0.000,0.485
95/05/22 06,0.000,0.025,0.000,0.485
95/05/22 07,0.000,0.066,0.000,0.485
95/05/22 08,0.000,0.140,0.000,0.485
95/05/22 09,0.000,0.169,0.000,0.4806
95/05/22 10,0.000,0.185,0.000,0.478
95/05/22 11,0.000,0.233,0.000,0.4798
95/05/22 12,0.000,0.260,0.000,0.478
95/05/22 13,0.000,0.288,0.000,0.478
95/05/22 14,0.000,0.290,0.000,0.484
95/05/22 15,0.000,0.192,0.000,0.5168
95/05/22 16,0.000,0.199,0.000,0.5295
95/05/22 17,0.000,0.135,0.000,0.4908
95/05/22 18,0.000,0.087,0.000,0.4541
95/05/22 19,0.000,0.040,0.000,0.4598
95/05/22 20,0.000,0.008,0.000,0.4754
95/05/22 21,0.000,0.001,0.000,0.4824
95/05/22 22,0.000,0.000,0.000,0.485
95/05/22 23,0.000,0.004,0.000,0.4841
95/05/23 00,0.000,0.000,0.000,0.478
95/05/23 01,0.000,0.005,0.000,0.478
95/05/23 02,0.000,0.000,0.000,0.478
95/05/23 03,0.000,0.002,0.000,0.478
95/05/23 04,0.000,0.000,0.000,0.478
95/05/23 05,0.000,0.001,0.000,0.478
95/05/23 06,0.000,0.015,0.000,0.478
95/05/23 07,0.000,0.054,0.000,0.4736
95/05/23 08,0.000,0.106,0.000,0.471
95/05/23 09,0.000,0.124,0.000,0.471
95/05/23 10,0.000,0.247,0.000,0.4666
95/05/23 11,0.000,0.326,0.000,0.464
95/05/23 12,0.000,0.341,0.000,0.464
95/05/23 13,0.000,0.314,0.000,0.464
95/05/23 14,0.000,0.253,0.000,0.464
95/05/23 15,0.000,0.241,0.000,0.4666
95/05/23 16,0.000,0.152,0.000,0.471
95/05/23 17,0.000,0.172,0.000,0.471
95/05/23 18,0.000,0.162,0.000,0.4701
95/05/23 19,0.000,0.091,0.000,0.4658
95/05/23 20,0.000,0.014,0.000,0.4658
95/05/23 21,0.000,0.000,0.000,0.464
95/05/23 22,0.000,0.000,0.000,0.464
95/05/23 23,0.000,0.000,0.000,0.464
95/05/24 00,0.000,0.000,0.000,0.464
95/05/24 01,0.000,0.000,0.000,0.4761
95/05/24 02,0.000,0.000,0.000,0.5836
95/05/24 03,0.000,0.000,0.000,0.5908
95/05/24 04,0.000,0.001,0.000,0.5336
95/05/24 05,0.000,0.005,0.000,0.4916
95/05/24 06,0.000,0.032,0.000,0.4692
95/05/24 07,0.000,0.066,0.000,0.4579
95/05/24 08,0.000,0.084,0.000,0.4533
95/05/24 09,0.000,0.120,0.000,0.451
95/05/24 10,0.000,0.126,0.000,0.451
95/05/24 11,0.000,0.106,0.000,0.4475
95/05/24 12,0.078,0.106,0.000,0.4492
95/05/24 13,0.180,0.077,0.103,0.4493
95/05/24 14,0.112,0.037,0.075,0.451
95/05/24 15,0.274,0.027,0.247,0.4548
95/05/24 16,0.960,0.017,0.943,0.4614
95/05/24 17,0.751,0.013,0.738,0.4649
95/05/24 18,0.536,0.008,0.528,0.471
95/05/24 19,0.267,0.003,0.264,0.471
95/05/24 20,0.139,0.001,0.138,0.4719
95/05/24 21,0.017,0.000,0.017,0.4762
95/05/24 22,0.016,0.000,0.016,0.478
95/05/24 23,0.007,0.000,0.007,0.4806
95/05/25 00,0.012,0.000,0.012,0.4919
95/05/25 01,0.011,0.000,0.011,0.5032
95/05/25 02,0.029,0.000,0.029,0.5164
95/05/25 03,0.008,0.000,0.008,0.519
95/05/25 04,0.016,0.000,0.016,0.519
95/05/25 05,0.009,0.000,0.009,0.519
95/05/25 06,0.006,0.035,0.000,0.5181
95/05/25 07,0.005,0.095,0.000,0.5103
95/05/25 08,0.011,0.146,0.000,0.5059
95/05/25 09,0.001,0.176,0.000,0.4999
95/05/25 10,0.000,0.239,0.000,0.4926
95/05/25 11,0.000,0.283,0.000,0.4867
95/05/25 12,0.000,0.293,0.000,0.485
95/05/25 13,0.000,0.224,0.000,0.4789
95/05/25 14,0.000,0.275,0.000,0.4771
95/05/25 15,0.000,0.217,0.000,0.478
95/05/25 16,0.000,0.222,0.000,0.4789
95/05/25 17,0.000,0.172,0.000,0.4771
95/05/25 18,0.000,0.093,0.000,0.4728
95/05/25 19,0.000,0.047,0.000,0.4649
95/05/25 20,0.000,0.008,0.000,0.4614
95/05/25 21,0.000,0.005,0.000,0.457
95/05/25 22,0.000,0.002,0.000,0.457
95/05/25 23,0.000,0.000,0.000,0.4482
95/05/26 00,0.000,0.000,0.000,0.421
95/05/26 01,0.000,0.000,0.000,0.4058
95/05/26 02,0.000,0.000,0.000,0.405
95/05/26 03,0.000,0.000,0.000,0.4073
95/05/26 04,0.000,0.000,0.000,0.411
95/05/26 05,0.000,0.000,0.000,0.411
95/05/26 06,0.000,0.023,0.000,0.411
95/05/26 07,0.000,0.065,0.000,0.4171
95/05/26 08,0.000,0.116,0.000,0.4136
95/05/26 09,0.000,0.184,0.000,0.4127
95/05/26 10,0.000,0.244,0.000,0.4136
95/05/26 11,0.000,0.257,0.000,0.418
95/05/26 12,0.000,0.241,0.000,0.4145
95/05/26 13,0.000,0.182,0.000,0.418
95/05/26 14,0.000,0.205,0.000,0.421
95/05/26 15,0.000,0.108,0.000,0.4241
95/05/26 16,0.000,0.093,0.000,0.431
95/05/26 17,0.000,0.057,0.000,0.4362
95/05/26 18,0.035,0.029,0.006,0.4362
95/05/26 19,0.011,0.028,0.000,0.431
95/05/26 20,0.000,0.020,0.000,0.4249
95/05/26 21,0.000,0.014,0.000,0.424
95/05/26 22,0.000,0.006,0.000,0.424
95/05/26 23,0.000,0.008,0.000,0.424
95/05/27 00,0.024,0.006,0.018,0.4225
95/05/27 01,0.649,0.004,0.645,0.4249
95/05/27 02,1.292,0.005,1.287,0.4249
95/05/27 03,2.325,0.004,2.321,0.4324
95/05/27 04,1.567,0.002,1.565,0.4431
95/05/27 05,0.946,0.000,0.946,0.444
95/05/27 06,1.383,0.005,1.378,0.4539
95/05/27 07,0.000,0.037,0.000,0.4579
95/05/27 08,0.009,0.120,0.000,0.4745
95/05/27 09,0.000,0.104,0.000,0.4992
95/05/27 10,0.000,0.106,0.000,0.5292
95/05/27 11,0.000,0.110,0.000,0.5525
95/05/27 12,0.030,0.166,0.000,0.5962
95/05/27 13,0.073,0.153,0.000,0.6328
95/05/27 14,0.034,0.156,0.000,0.6614
95/05/27 15,0.004,0.175,0.000,0.669
95/05/27 16,0.110,0.060,0.050,0.664
95/05/27 17,0.000,0.026,0.000,0.6529
95/05/27 18,0.031,0.031,0.000,0.649
95/05/27 19,0.000,0.056,0.000,0.6252
95/05/27 20,0.007,0.021,0.000,0.5962
95/05/27 21,0.000,0.013,0.000,0.5735
95/05/27 22,0.000,0.013,0.000,0.5532
95/05/27 23,0.081,0.013,0.068,0.5375
95/05/28 00,0.050,0.010,0.041,0.5314
95/05/28 01,0.935,0.006,0.929,0.525
95/05/28 02,3.353,0.003,3.350,0.5278
95/05/28 03,0.961,0.005,0.956,0.512
